distancia,qber_mean,qber_std,absorption_mean,absorption_std,skr_mean,skr_std,qber_seed_42,absorption_seed_42,skr_seed_42,qber_seed_123,absorption_seed_123,skr_seed_123,qber_seed_256,absorption_seed_256,skr_seed_256,qber_seed_789,absorption_seed_789,skr_seed_789,qber_seed_1024,absorption_seed_1024,skr_seed_1024,qber_seed_2048,absorption_seed_2048,skr_seed_2048,qber_seed_4096,absorption_seed_4096,skr_seed_4096,qber_seed_8192,absorption_seed_8192,skr_seed_8192
50,0.0,0.0,0.02411875,0.00041702630312727304,0.024111380390654635,0.000416493331200362,0.0,0.02469,0.02468116137402241,0.0,0.02404,0.024039699937770068,0.0,0.02406,0.02404847395332384,0.0,0.02467,0.02466976315655143,0.0,0.02385,0.023846706194897496,0.0,0.02432,0.024300052384216963,0.0,0.02333,0.023324282695707965,0.0,0.02399,0.023980903428746907
55,0.0,0.0,0.0192125,0.00046587954451767893,0.019203284748806775,0.0004612491464234073,0.0,0.01997,0.019956557077199125,0.0,0.01922,0.019219264384160828,0.0,0.01893,0.018923593872140296,0.0,0.01978,0.019777534656385452,0.0,0.01895,0.018946341710347304,0.0,0.0195,0.01945841509194941,0.0,0.01855,0.018547165062470186,0.0,0.0188,0.018797406135801577
60,0.0,0.0,0.015426249999999999,0.00033331432237454213,0.015418738358805596,0.00032715427170094486,0.0,0.016,0.015988727109794477,0.0,0.01526,0.015259981091802705,0.0,0.01496,0.014953036511628172,0.0,0.01561,0.01560866448715939,0.0,0.01535,0.015349957705981647,0.0,0.01582,0.015784671304956158,0.0,0.0151,0.0151,0.0,0.01531,0.015304868659122214
65,0.0,0.0,0.012338749999999999,0.00024497129933933064,0.01233014801126519,0.00024739021744730084,0.0,0.01261,0.012596261764310248,0.0,0.01237,0.012369714258551745,0.0,0.01192,0.011895200833340351,0.0,0.01249,0.012485142451685577,0.0,0.01242,0.012419628288562414,0.0,0.01266,0.012647940699921655,0.0,0.01209,0.012088275630242932,0.0,0.01215,0.012139020163506587
70,0.0,0.0,0.00988375,0.0002224262518229358,0.009874989808192531,0.0002209386620368212,0.0,0.01,0.009995844639313987,0.0,0.00968,0.009679880768665564,0.0,0.00971,0.009693583115552882,0.0,0.01019,0.01017923024933385,0.0,0.01012,0.010119885952664238,0.0,0.01008,0.010055913156285777,0.0,0.00958,0.009578072301135393,0.0,0.00971,0.009697508282588566
75,0.0,0.0,0.007869999999999999,0.00018520259177452132,0.007861733763567202,0.00018514496881173522,0.0,0.00795,0.00794977315966162,0.0,0.00754,0.007535368942240077,0.0,0.00785,0.007839990076625397,0.0,0.00813,0.008119127627725722,0.0,0.00801,0.008009918949527316,0.0,0.00802,0.007999264609289073,0.0,0.0078,0.0077986682289624696,0.0,0.00766,0.0076417585145059355
80,0.0,0.0,0.00623375,0.0002533247668507759,0.006224922258156896,0.00025260902696177975,0.0,0.00623,0.0062298957920903,0.0,0.00593,0.00592794405569145,0.0,0.00639,0.006380502947014702,0.0,0.00669,0.0066852441476991055,0.0,0.00638,0.006379819096615352,0.0,0.00634,0.006304272925410796,0.0,0.00594,0.005938251159770402,0.0,0.00597,0.005953447940963058
85,0.0,0.0,0.00499375,0.0002366927069007409,0.004983548675150938,0.00023402954199203737,0.0,0.00504,0.00503977099838306,0.0,0.00458,0.004579432985729712,0.0,0.0051,0.005072583010979452,0.0,0.0054,0.005398664094897438,0.0,0.00504,0.005039083964680129,0.0,0.00513,0.005101489126235589,0.0,0.00472,0.004718471607002591,0.0,0.00494,0.004918893613299532
90,0.0,0.0,0.00397375,0.0002252741385512326,0.0039626808067258,0.0002252169955540149,0.0,0.00405,0.004049839699085051,0.0,0.00354,0.003531844838872263,0.0,0.00431,0.004289475069871912,0.0,0.00423,0.004223841747283698,0.0,0.00395,0.003949835640756969,0.0,0.00401,0.003998749757849237,0.0,0.00383,0.0038162585176662336,0.0,0.00387,0.0038416011824210453
95,0.0,0.0,0.0032075000000000003,0.0001901150967177515,0.00319681972348578,0.00019131879926224355,0.0,0.00321,0.0032097977500873767,0.0,0.00285,0.0028469366760117292,0.0,0.00354,0.003521638641236099,0.0,0.00329,0.0032873465252527263,0.0,0.00322,0.0032196415572302854,0.0,0.00333,0.0033221757377858057,0.0,0.00318,0.0031690122252393117,0.0,0.00304,0.0029980086750429065
100,0.0,0.0,0.00256375,0.00019652846485941928,0.002551153232561611,0.00020161841036796547,0.0,0.00244,0.002438107601796575,0.0,0.00228,0.0022794937652431107,0.0,0.00281,0.0028025766267790234,0.0,0.0025,0.002498961159828497,0.0,0.00259,0.002583729959625531,0.0,0.00292,0.0029136726889056287,0.0,0.00255,0.0025418186615531733,0.0,0.00242,0.0023508653967613496
